Ensembl	pval	protein
ENSP00000397050	0.090762	9606.ENSP00000397050
ENSP00000397073	0.062224	9606.ENSP00000397073
ENSP00000397082	0.9192	9606.ENSP00000397082
ENSP00000397133	0.48619	9606.ENSP00000397133
ENSP00000397157	0.014547	9606.ENSP00000397157
ENSP00000397172	0.0074084	9606.ENSP00000397172
ENSP00000397178	0.38339	9606.ENSP00000397178
ENSP00000397181	0.77625	9606.ENSP00000397181
ENSP00000397239	0.55669	9606.ENSP00000397239
ENSP00000397249	0.24658	9606.ENSP00000397249
ENSP00000397261	0.0015356	9606.ENSP00000397261
ENSP00000397297	0.44707	9606.ENSP00000397297
ENSP00000397312	0.21022	9606.ENSP00000397312
ENSP00000397351	0.025356	9606.ENSP00000397351
ENSP00000397394	0.079952	9606.ENSP00000397394
ENSP00000397402	0.0078575	9606.ENSP00000397402
ENSP00000397415	0.07901	9606.ENSP00000397415
ENSP00000397435	0.19845	9606.ENSP00000397435
ENSP00000397441	0.072724	9606.ENSP00000397441
ENSP00000397459	0.031737	9606.ENSP00000397459
ENSP00000397552	0.80287	9606.ENSP00000397552
ENSP00000397563	0.5522	9606.ENSP00000397563
ENSP00000397566	0.84305	9606.ENSP00000397566
ENSP00000397598	0.90345	9606.ENSP00000397598
ENSP00000397655	0.01501	9606.ENSP00000397655
ENSP00000397673	0.25254	9606.ENSP00000397673
ENSP00000397679	0.055375	9606.ENSP00000397679
ENSP00000397693	0.16099	9606.ENSP00000397693
ENSP00000397843	0.36095	9606.ENSP00000397843
ENSP00000397863	0.046403	9606.ENSP00000397863
ENSP00000397881	0.84551	9606.ENSP00000397881
ENSP00000397900	0.013787	9606.ENSP00000397900
ENSP00000397908	0.45507	9606.ENSP00000397908
ENSP00000397911	0.56776	9606.ENSP00000397911
ENSP00000397925	0.10529	9606.ENSP00000397925
ENSP00000397927	0.79499	9606.ENSP00000397927
ENSP00000397947	0.18416	9606.ENSP00000397947
ENSP00000398017	0.7944	9606.ENSP00000398017
ENSP00000398064	0.20796	9606.ENSP00000398064
ENSP00000398076	0.03018	9606.ENSP00000398076
ENSP00000398083	0.069313	9606.ENSP00000398083
ENSP00000398089	0.25677	9606.ENSP00000398089
ENSP00000398106	0.4688	9606.ENSP00000398106
ENSP00000398124	0.17686	9606.ENSP00000398124
ENSP00000398131	0.28823	9606.ENSP00000398131
ENSP00000398181	0.17623	9606.ENSP00000398181
ENSP00000398211	0.33256	9606.ENSP00000398211
ENSP00000398273	0.074457	9606.ENSP00000398273
ENSP00000398342	0.47248	9606.ENSP00000398342
ENSP00000398350	0.0024795	9606.ENSP00000398350
ENSP00000398368	0.50946	9606.ENSP00000398368
ENSP00000398401	0.051198	9606.ENSP00000398401
ENSP00000398410	0.0017923	9606.ENSP00000398410
ENSP00000398481	0.054431	9606.ENSP00000398481
ENSP00000398495	0.18853	9606.ENSP00000398495
ENSP00000398502	0.72505	9606.ENSP00000398502
ENSP00000398523	0.81628	9606.ENSP00000398523
ENSP00000398560	0.36147	9606.ENSP00000398560
ENSP00000398568	0.22734	9606.ENSP00000398568
ENSP00000398596	0.91373	9606.ENSP00000398596
ENSP00000398597	0.23241	9606.ENSP00000398597
ENSP00000398610	0.89779	9606.ENSP00000398610
ENSP00000398617	0.11804	9606.ENSP00000398617
ENSP00000398619	0.55503	9606.ENSP00000398619
ENSP00000398629	0.84825	9606.ENSP00000398629
ENSP00000398632	0.017337	9606.ENSP00000398632
ENSP00000398655	0.38784	9606.ENSP00000398655
ENSP00000398688	0.32377	9606.ENSP00000398688
ENSP00000398698	1.9373e-9	9606.ENSP00000398698
ENSP00000398722	0.27913	9606.ENSP00000398722
ENSP00000398736	0.24208	9606.ENSP00000398736
ENSP00000398778	0.35807	9606.ENSP00000398778
ENSP00000398789	0.32492	9606.ENSP00000398789
ENSP00000398798	0.13673	9606.ENSP00000398798
ENSP00000398803	0.25859	9606.ENSP00000398803
ENSP00000398824	0.55866	9606.ENSP00000398824
ENSP00000398832	0.26582	9606.ENSP00000398832
ENSP00000398837	0.0055803	9606.ENSP00000398837
ENSP00000398880	0.31344	9606.ENSP00000398880
ENSP00000398882	0.36957	9606.ENSP00000398882
ENSP00000398890	9.988e-8	9606.ENSP00000398890
ENSP00000399013	0.83707	9606.ENSP00000399013
ENSP00000399136	0.04209	9606.ENSP00000399136
ENSP00000399168	4.3017e-10	9606.ENSP00000399168
ENSP00000399208	0.50022	9606.ENSP00000399208
ENSP00000399229	0.42541	9606.ENSP00000399229
ENSP00000399259	0.72507	9606.ENSP00000399259
ENSP00000399392	0.21103	9606.ENSP00000399392
ENSP00000399403	0.39737	9606.ENSP00000399403
ENSP00000399415	0.4788	9606.ENSP00000399415
ENSP00000399441	0.17866	9606.ENSP00000399441
ENSP00000399457	0.046438	9606.ENSP00000399457
ENSP00000399465	0.16187000000000001	9606.ENSP00000399465
ENSP00000399475	0.039245	9606.ENSP00000399475
ENSP00000399485	0.024771	9606.ENSP00000399485
ENSP00000399511	0.18733	9606.ENSP00000399511
ENSP00000399518	5.9793e-6	9606.ENSP00000399518
ENSP00000399547	0.019594	9606.ENSP00000399547
ENSP00000399585	0.054046	9606.ENSP00000399585
ENSP00000399679	0.81803	9606.ENSP00000399679
ENSP00000399700	0.58268	9606.ENSP00000399700
ENSP00000399709	0.4085	9606.ENSP00000399709
ENSP00000399718	0.84185	9606.ENSP00000399718
ENSP00000399745	0.19866	9606.ENSP00000399745
ENSP00000399751	0.79481	9606.ENSP00000399751
ENSP00000399797	0.089961	9606.ENSP00000399797
ENSP00000399805	0.25028	9606.ENSP00000399805
ENSP00000399808	0.81269	9606.ENSP00000399808
ENSP00000399851	0.37456	9606.ENSP00000399851
ENSP00000399862	0.0031577	9606.ENSP00000399862
ENSP00000399863	0.53787	9606.ENSP00000399863
ENSP00000399888	0.73826	9606.ENSP00000399888
ENSP00000399903	0.6458	9606.ENSP00000399903
ENSP00000399968	0.11088	9606.ENSP00000399968
ENSP00000399970	0.66702	9606.ENSP00000399970
ENSP00000399979	0.45327	9606.ENSP00000399979
ENSP00000399982	0.30958	9606.ENSP00000399982
ENSP00000400010	0.054165	9606.ENSP00000400010
ENSP00000400041	0.8176	9606.ENSP00000400041
ENSP00000400057	0.50515	9606.ENSP00000400057
ENSP00000400099	0.92768	9606.ENSP00000400099
ENSP00000400101	0.060351	9606.ENSP00000400101
ENSP00000400113	0.11994	9606.ENSP00000400113
ENSP00000400142	0.092493	9606.ENSP00000400142
ENSP00000400157	0.56355	9606.ENSP00000400157
ENSP00000400175	0.32069	9606.ENSP00000400175
ENSP00000400184	0.79161	9606.ENSP00000400184
ENSP00000400223	0.22071	9606.ENSP00000400223
ENSP00000400224	0.81165	9606.ENSP00000400224
ENSP00000400252	0.24686	9606.ENSP00000400252
ENSP00000400312	0.60176	9606.ENSP00000400312
ENSP00000400333	9.5008e-19	9606.ENSP00000400333
ENSP00000400341	0.69626	9606.ENSP00000400341
ENSP00000400365	0.38204	9606.ENSP00000400365
ENSP00000400376	0.032201	9606.ENSP00000400376
ENSP00000400391	0.32969	9606.ENSP00000400391
ENSP00000400433	0.79382	9606.ENSP00000400433
ENSP00000400459	0.7034	9606.ENSP00000400459
ENSP00000400471	0.49161	9606.ENSP00000400471
ENSP00000400482	0.07041	9606.ENSP00000400482
ENSP00000400500	0.46627999999999997	9606.ENSP00000400500
ENSP00000400513	0.56869	9606.ENSP00000400513
ENSP00000400533	0.075908	9606.ENSP00000400533
ENSP00000400591	0.099864	9606.ENSP00000400591
ENSP00000400646	0.39467	9606.ENSP00000400646
ENSP00000400669	0.52569	9606.ENSP00000400669
ENSP00000400717	0.18469	9606.ENSP00000400717
ENSP00000400839	0.10429	9606.ENSP00000400839
ENSP00000400852	0.59905	9606.ENSP00000400852
ENSP00000400870	0.64521	9606.ENSP00000400870
ENSP00000400878	0.83272	9606.ENSP00000400878
ENSP00000400880	0.82613	9606.ENSP00000400880
ENSP00000400882	0.36281	9606.ENSP00000400882
ENSP00000400887	0.75454	9606.ENSP00000400887
ENSP00000400892	0.017923	9606.ENSP00000400892
ENSP00000400894	0.0062134	9606.ENSP00000400894
ENSP00000400908	0.032151	9606.ENSP00000400908
ENSP00000400921	0.16929	9606.ENSP00000400921
ENSP00000400932	0.78115	9606.ENSP00000400932
ENSP00000400997	0.042629	9606.ENSP00000400997
ENSP00000401010	2.0797e-6	9606.ENSP00000401010
ENSP00000401018	0.31178	9606.ENSP00000401018
ENSP00000401023	0.26723	9606.ENSP00000401023
ENSP00000401089	0.78242	9606.ENSP00000401089
ENSP00000401112	0.1311	9606.ENSP00000401112
ENSP00000401115	0.025391	9606.ENSP00000401115
ENSP00000401145	0.31569	9606.ENSP00000401145
ENSP00000401191	0.85741	9606.ENSP00000401191
ENSP00000401197	0.28684	9606.ENSP00000401197
ENSP00000401237	0.15562	9606.ENSP00000401237
ENSP00000401277	0.24154	9606.ENSP00000401277
ENSP00000401303	0.0023794	9606.ENSP00000401303
ENSP00000401306	0.51036	9606.ENSP00000401306
ENSP00000401310	0.33039	9606.ENSP00000401310
ENSP00000401328	0.3153	9606.ENSP00000401328
ENSP00000401335	0.84419	9606.ENSP00000401335
ENSP00000401338	0.69494	9606.ENSP00000401338
ENSP00000401371	0.22454	9606.ENSP00000401371
ENSP00000401435	0.20848	9606.ENSP00000401435
ENSP00000401437	0.13458	9606.ENSP00000401437
ENSP00000401445	0.25066	9606.ENSP00000401445
ENSP00000401470	0.0049303	9606.ENSP00000401470
ENSP00000401477	0.0014632	9606.ENSP00000401477
ENSP00000401498	0.45851	9606.ENSP00000401498
ENSP00000401502	0.88975	9606.ENSP00000401502
ENSP00000401508	0.91274	9606.ENSP00000401508
ENSP00000401513	0.55442	9606.ENSP00000401513
ENSP00000401514	0.22148	9606.ENSP00000401514
ENSP00000401536	0.58663	9606.ENSP00000401536
ENSP00000401564	0.6166	9606.ENSP00000401564
ENSP00000401566	0.63501	9606.ENSP00000401566
ENSP00000401596	0.60577	9606.ENSP00000401596
ENSP00000401597	0.87965	9606.ENSP00000401597
ENSP00000401633	0.12874	9606.ENSP00000401633
ENSP00000401642	0.70831	9606.ENSP00000401642
ENSP00000401645	0.82338	9606.ENSP00000401645
ENSP00000401678	0.35847	9606.ENSP00000401678
ENSP00000401749	0.12868	9606.ENSP00000401749
ENSP00000401770	0.38123	9606.ENSP00000401770
ENSP00000401831	0.29782	9606.ENSP00000401831
ENSP00000401853	0.14949	9606.ENSP00000401853
ENSP00000401867	2.8141e-5	9606.ENSP00000401867
ENSP00000401878	0.53806	9606.ENSP00000401878
ENSP00000401888	0.38261	9606.ENSP00000401888
ENSP00000401907	0.30387	9606.ENSP00000401907
ENSP00000401946	0.40837	9606.ENSP00000401946
ENSP00000401947	0.49683	9606.ENSP00000401947
ENSP00000401980	0.27827	9606.ENSP00000401980
ENSP00000402020	0.031983	9606.ENSP00000402020
ENSP00000402033	0.47791	9606.ENSP00000402033
ENSP00000402038	0.73907	9606.ENSP00000402038
ENSP00000402060	0.10151	9606.ENSP00000402060
ENSP00000402084	0.043976	9606.ENSP00000402084
ENSP00000402092	0.12464	9606.ENSP00000402092
ENSP00000402107	0.86998	9606.ENSP00000402107
ENSP00000402152	0.56657	9606.ENSP00000402152
ENSP00000402153	0.17851	9606.ENSP00000402153
ENSP00000402154	0.19046	9606.ENSP00000402154
ENSP00000402257	0.19829	9606.ENSP00000402257
ENSP00000402301	0.22163	9606.ENSP00000402301
ENSP00000402338	0.1545	9606.ENSP00000402338
ENSP00000402346	0.27239	9606.ENSP00000402346
ENSP00000402355	0.77937	9606.ENSP00000402355
ENSP00000402414	0.24914	9606.ENSP00000402414
ENSP00000402457	0.31756	9606.ENSP00000402457
ENSP00000402460	0.26121	9606.ENSP00000402460
ENSP00000402510	0.05374	9606.ENSP00000402510
ENSP00000402515	0.55767	9606.ENSP00000402515
ENSP00000402527	0.40914	9606.ENSP00000402527
ENSP00000402537	0.030094	9606.ENSP00000402537
ENSP00000402576	0.21151	9606.ENSP00000402576
ENSP00000402584	0.15769	9606.ENSP00000402584
ENSP00000402608	0.55793	9606.ENSP00000402608
ENSP00000402653	0.64741	9606.ENSP00000402653
ENSP00000402661	0.62442	9606.ENSP00000402661
ENSP00000402674	0.66537	9606.ENSP00000402674
ENSP00000402723	0.73025	9606.ENSP00000402723
ENSP00000402756	0.67497	9606.ENSP00000402756
ENSP00000402758	5.4963e-5	9606.ENSP00000402758
ENSP00000402760	7.3947e-13	9606.ENSP00000402760
ENSP00000402790	0.43584	9606.ENSP00000402790
ENSP00000402797	0.11899	9606.ENSP00000402797
ENSP00000402849	0.67467	9606.ENSP00000402849
ENSP00000402855	0.68064	9606.ENSP00000402855
ENSP00000402861	0.026778	9606.ENSP00000402861
ENSP00000402935	0.27775	9606.ENSP00000402935
ENSP00000403039	0.66485	9606.ENSP00000403039
ENSP00000403042	0.025085	9606.ENSP00000403042
ENSP00000403067	0.011603	9606.ENSP00000403067
ENSP00000403077	0.50135	9606.ENSP00000403077
ENSP00000403104	0.11422	9606.ENSP00000403104
ENSP00000403130	0.042829	9606.ENSP00000403130
ENSP00000403151	0.3463	9606.ENSP00000403151
ENSP00000403172	0.18187	9606.ENSP00000403172
ENSP00000403208	0.73963	9606.ENSP00000403208
ENSP00000403210	0.28753	9606.ENSP00000403210
ENSP00000403293	0.32354	9606.ENSP00000403293
ENSP00000403310	0.0574	9606.ENSP00000403310
ENSP00000403323	0.7223	9606.ENSP00000403323
ENSP00000403343	0.070055	9606.ENSP00000403343
ENSP00000403362	0.65001	9606.ENSP00000403362
ENSP00000403396	0.10282	9606.ENSP00000403396
ENSP00000403397	0.38766	9606.ENSP00000403397
ENSP00000403400	0.76935	9606.ENSP00000403400
ENSP00000403441	0.034515	9606.ENSP00000403441
ENSP00000403453	0.41645	9606.ENSP00000403453
ENSP00000403459	0.13772	9606.ENSP00000403459
ENSP00000403465	0.10533	9606.ENSP00000403465
ENSP00000403495	1.4362e-7	9606.ENSP00000403495
ENSP00000403524	0.004688	9606.ENSP00000403524
ENSP00000403536	0.41671	9606.ENSP00000403536
ENSP00000403566	0.57827	9606.ENSP00000403566
ENSP00000403614	0.834	9606.ENSP00000403614
ENSP00000403644	0.60384	9606.ENSP00000403644
ENSP00000403645	0.086776	9606.ENSP00000403645
ENSP00000403660	0.64526	9606.ENSP00000403660
ENSP00000403663	0.56511	9606.ENSP00000403663
ENSP00000403681	3.7407e-5	9606.ENSP00000403681
ENSP00000403683	0.29999	9606.ENSP00000403683
ENSP00000403701	0.093724	9606.ENSP00000403701
ENSP00000403760	0.82613	9606.ENSP00000403760
ENSP00000403768	0.70369	9606.ENSP00000403768
ENSP00000403802	0.090768	9606.ENSP00000403802
ENSP00000403888	0.036764	9606.ENSP00000403888
ENSP00000403910	0.39315	9606.ENSP00000403910
ENSP00000403925	0.38071	9606.ENSP00000403925
ENSP00000403932	0.30176	9606.ENSP00000403932
ENSP00000403937	0.0038619	9606.ENSP00000403937
ENSP00000403982	0.3963	9606.ENSP00000403982
ENSP00000403987	0.68963	9606.ENSP00000403987
ENSP00000404042	0.28934	9606.ENSP00000404042
ENSP00000404074	0.65284	9606.ENSP00000404074
ENSP00000404079	9.0811e-4	9606.ENSP00000404079
ENSP00000404092	0.85436	9606.ENSP00000404092
ENSP00000404121	0.19237	9606.ENSP00000404121
ENSP00000404122	0.058722	9606.ENSP00000404122
ENSP00000404131	0.51826	9606.ENSP00000404131
ENSP00000404151	0.25375	9606.ENSP00000404151
ENSP00000404190	0.22016	9606.ENSP00000404190
ENSP00000404203	0.74489	9606.ENSP00000404203
ENSP00000404220	0.25686	9606.ENSP00000404220
ENSP00000404236	0.065844	9606.ENSP00000404236
ENSP00000404251	0.04631	9606.ENSP00000404251
ENSP00000404265	0.66542	9606.ENSP00000404265
ENSP00000404296	0.021467	9606.ENSP00000404296
ENSP00000404381	0.47583	9606.ENSP00000404381
ENSP00000404438	0.17575	9606.ENSP00000404438
ENSP00000404503	0.84368	9606.ENSP00000404503
ENSP00000404517	0.11642	9606.ENSP00000404517
ENSP00000404570	0.049755	9606.ENSP00000404570
ENSP00000404658	0.002616	9606.ENSP00000404658
ENSP00000404676	0.50748	9606.ENSP00000404676
ENSP00000404705	0.40173	9606.ENSP00000404705
ENSP00000404833	0.027358	9606.ENSP00000404833
ENSP00000404843	0.59588	9606.ENSP00000404843
ENSP00000404854	0.61768	9606.ENSP00000404854
ENSP00000404911	0.37044	9606.ENSP00000404911
ENSP00000404923	0.17766	9606.ENSP00000404923
ENSP00000404991	0.040155	9606.ENSP00000404991
ENSP00000405004	0.33658	9606.ENSP00000405004
ENSP00000405012	0.70738	9606.ENSP00000405012
ENSP00000405032	0.50884	9606.ENSP00000405032
ENSP00000405068	0.86371	9606.ENSP00000405068
ENSP00000405095	0.39946	9606.ENSP00000405095
ENSP00000405111	0.12695	9606.ENSP00000405111
ENSP00000405218	0.20482	9606.ENSP00000405218
ENSP00000405289	0.6926	9606.ENSP00000405289
ENSP00000405327	0.24452	9606.ENSP00000405327
ENSP00000405330	0.53554	9606.ENSP00000405330
ENSP00000405388	0.16991	9606.ENSP00000405388
ENSP00000405405	0.07018	9606.ENSP00000405405
ENSP00000405423	0.13817	9606.ENSP00000405423
ENSP00000405424	0.11137	9606.ENSP00000405424
ENSP00000405453	0.098451	9606.ENSP00000405453
ENSP00000405456	0.56735	9606.ENSP00000405456
ENSP00000405482	0.097074	9606.ENSP00000405482
ENSP00000405514	0.43232	9606.ENSP00000405514
ENSP00000405573	0.13485	9606.ENSP00000405573
ENSP00000405574	0.037099	9606.ENSP00000405574
ENSP00000405577	0.10691	9606.ENSP00000405577
ENSP00000405620	0.1546	9606.ENSP00000405620
ENSP00000405635	0.5426	9606.ENSP00000405635
ENSP00000405674	0.89437	9606.ENSP00000405674
ENSP00000405699	0.42092	9606.ENSP00000405699
ENSP00000405726	0.64226	9606.ENSP00000405726
ENSP00000405738	0.45031	9606.ENSP00000405738
ENSP00000405812	0.5227	9606.ENSP00000405812
ENSP00000405841	0.64398	9606.ENSP00000405841
ENSP00000405890	0.18752	9606.ENSP00000405890
ENSP00000405899	0.35425	9606.ENSP00000405899
ENSP00000405926	0.5454	9606.ENSP00000405926
ENSP00000405963	0.51818	9606.ENSP00000405963
ENSP00000405965	0.006569	9606.ENSP00000405965
ENSP00000405969	0.53154	9606.ENSP00000405969
ENSP00000405987	0.23776	9606.ENSP00000405987
ENSP00000406012	0.26008	9606.ENSP00000406012
ENSP00000406022	0.44915	9606.ENSP00000406022
ENSP00000406026	0.49567	9606.ENSP00000406026
ENSP00000406027	0.065627	9606.ENSP00000406027
ENSP00000406037	0.76594	9606.ENSP00000406037
ENSP00000406047	0.25918	9606.ENSP00000406047
ENSP00000406050	0.5126	9606.ENSP00000406050
ENSP00000406052	0.61208	9606.ENSP00000406052
ENSP00000406157	0.75596	9606.ENSP00000406157
ENSP00000406162	0.78084	9606.ENSP00000406162
ENSP00000406164	0.78541	9606.ENSP00000406164
ENSP00000406191	0.22016	9606.ENSP00000406191
ENSP00000406197	0.19686	9606.ENSP00000406197
ENSP00000406201	0.31889	9606.ENSP00000406201
ENSP00000406209	0.45804	9606.ENSP00000406209
ENSP00000406220	0.29	9606.ENSP00000406220
ENSP00000406229	0.014296	9606.ENSP00000406229
ENSP00000406261	0.12494	9606.ENSP00000406261
ENSP00000406286	3.2698e-4	9606.ENSP00000406286
ENSP00000406293	0.12034	9606.ENSP00000406293
ENSP00000406318	0.0058384	9606.ENSP00000406318
ENSP00000406367	0.044978	9606.ENSP00000406367
ENSP00000406463	0.41152	9606.ENSP00000406463
ENSP00000406472	0.067671	9606.ENSP00000406472
ENSP00000406478	0.41764	9606.ENSP00000406478
ENSP00000406482	0.17119	9606.ENSP00000406482
ENSP00000406490	0.049178	9606.ENSP00000406490
ENSP00000406541	0.064779	9606.ENSP00000406541
ENSP00000406546	0.5692	9606.ENSP00000406546
ENSP00000406598	0.26833	9606.ENSP00000406598
ENSP00000406665	0.37303	9606.ENSP00000406665
ENSP00000406674	0.6917	9606.ENSP00000406674
ENSP00000406723	0.041456	9606.ENSP00000406723
ENSP00000406773	0.18237	9606.ENSP00000406773
ENSP00000406861	0.47492	9606.ENSP00000406861
ENSP00000406885	0.59716	9606.ENSP00000406885
ENSP00000406909	8.1683e-4	9606.ENSP00000406909
ENSP00000406925	0.24588	9606.ENSP00000406925
ENSP00000406933	0.0039891	9606.ENSP00000406933
ENSP00000406970	0.35484	9606.ENSP00000406970
ENSP00000406986	0.13415	9606.ENSP00000406986
ENSP00000407039	0.58739	9606.ENSP00000407039
ENSP00000407087	0.18249	9606.ENSP00000407087
ENSP00000407112	0.35498	9606.ENSP00000407112
ENSP00000407118	0.01371	9606.ENSP00000407118
ENSP00000407130	0.11834	9606.ENSP00000407130
ENSP00000407182	0.84852	9606.ENSP00000407182
ENSP00000407193	0.29645	9606.ENSP00000407193
ENSP00000407213	0.214	9606.ENSP00000407213
ENSP00000407301	0.0988	9606.ENSP00000407301
ENSP00000407323	0.34613	9606.ENSP00000407323
ENSP00000407336	0.97211	9606.ENSP00000407336
ENSP00000407353	0.019273	9606.ENSP00000407353
ENSP00000407422	0.217	9606.ENSP00000407422
ENSP00000407442	0.12297	9606.ENSP00000407442
ENSP00000407487	0.31421	9606.ENSP00000407487
ENSP00000407497	0.62115	9606.ENSP00000407497
ENSP00000407509	0.56799	9606.ENSP00000407509
ENSP00000407545	0.030355	9606.ENSP00000407545
ENSP00000407546	0.16917	9606.ENSP00000407546
ENSP00000407552	0.27466	9606.ENSP00000407552
ENSP00000407560	0.80118	9606.ENSP00000407560
ENSP00000407586	0.83408	9606.ENSP00000407586
ENSP00000407592	0.075686	9606.ENSP00000407592
ENSP00000407613	0.050266	9606.ENSP00000407613
ENSP00000407653	0.17135	9606.ENSP00000407653
ENSP00000407685	6.2093e-9	9606.ENSP00000407685
ENSP00000407726	0.93561	9606.ENSP00000407726
ENSP00000407761	5.8116e-4	9606.ENSP00000407761
ENSP00000407763	0.10795	9606.ENSP00000407763
ENSP00000407818	0.48492	9606.ENSP00000407818
ENSP00000407822	0.1311	9606.ENSP00000407822
ENSP00000408002	0.38692	9606.ENSP00000408002
ENSP00000408005	0.40321	9606.ENSP00000408005
ENSP00000408025	0.016357	9606.ENSP00000408025
ENSP00000408058	0.14827	9606.ENSP00000408058
ENSP00000408132	0.11159	9606.ENSP00000408132
ENSP00000408146	1.5518e-4	9606.ENSP00000408146
ENSP00000408288	0.019121	9606.ENSP00000408288
ENSP00000408292	0.32549	9606.ENSP00000408292
ENSP00000408295	0.21723	9606.ENSP00000408295
ENSP00000408342	0.12891	9606.ENSP00000408342
ENSP00000408367	0.29452	9606.ENSP00000408367
ENSP00000408526	0.2982	9606.ENSP00000408526
ENSP00000408527	0.19354	9606.ENSP00000408527
ENSP00000408581	0.7557	9606.ENSP00000408581
ENSP00000408598	0.65341	9606.ENSP00000408598
ENSP00000408617	0.11954	9606.ENSP00000408617
ENSP00000408695	0.081356	9606.ENSP00000408695
ENSP00000408697	0.73821	9606.ENSP00000408697
ENSP00000408792	0.39766	9606.ENSP00000408792
ENSP00000408910	0.039274	9606.ENSP00000408910
ENSP00000408979	0.052924	9606.ENSP00000408979
ENSP00000409007	0.090224	9606.ENSP00000409007
ENSP00000409016	0.92166	9606.ENSP00000409016
ENSP00000409107	0.0057023	9606.ENSP00000409107
ENSP00000409126	0.44995	9606.ENSP00000409126
ENSP00000409131	0.48717	9606.ENSP00000409131
ENSP00000409231	0.35046	9606.ENSP00000409231
ENSP00000409279	0.76707	9606.ENSP00000409279
ENSP00000409315	0.92495	9606.ENSP00000409315
ENSP00000409318	0.68516	9606.ENSP00000409318
ENSP00000409346	0.21334	9606.ENSP00000409346
ENSP00000409373	0.26952	9606.ENSP00000409373
ENSP00000409378	0.67199	9606.ENSP00000409378
ENSP00000409382	0.49598	9606.ENSP00000409382
ENSP00000409423	0.27735	9606.ENSP00000409423
ENSP00000409463	0.19168	9606.ENSP00000409463
ENSP00000409544	0.2948	9606.ENSP00000409544
ENSP00000409555	0.24647	9606.ENSP00000409555
ENSP00000409581	0.1017	9606.ENSP00000409581
ENSP00000409594	0.58958	9606.ENSP00000409594
ENSP00000409652	0.090181	9606.ENSP00000409652
ENSP00000409667	0.76091	9606.ENSP00000409667
ENSP00000409738	0.039712	9606.ENSP00000409738
ENSP00000409799	0.22273	9606.ENSP00000409799
ENSP00000409879	0.80864	9606.ENSP00000409879
ENSP00000409896	0.16738	9606.ENSP00000409896
ENSP00000409906	0.20086	9606.ENSP00000409906
ENSP00000409937	0.13998	9606.ENSP00000409937
ENSP00000409950	0.36764	9606.ENSP00000409950
ENSP00000409952	0.0056318	9606.ENSP00000409952
ENSP00000409964	0.4686	9606.ENSP00000409964
ENSP00000410007	0.29355	9606.ENSP00000410007
ENSP00000410024	0.48142	9606.ENSP00000410024
ENSP00000410041	0.61044	9606.ENSP00000410041
ENSP00000410042	0.53948	9606.ENSP00000410042
ENSP00000410059	0.43366	9606.ENSP00000410059
ENSP00000410083	0.18608	9606.ENSP00000410083
ENSP00000410111	0.3218	9606.ENSP00000410111
ENSP00000410157	0.31321	9606.ENSP00000410157
ENSP00000410186	0.054174	9606.ENSP00000410186
ENSP00000410198	0.18682000000000001	9606.ENSP00000410198
ENSP00000410216	0.23208	9606.ENSP00000410216
ENSP00000410242	0.60921	9606.ENSP00000410242
ENSP00000410269	0.32573	9606.ENSP00000410269
ENSP00000410294	0.70929	9606.ENSP00000410294
ENSP00000410309	0.073836	9606.ENSP00000410309
ENSP00000410339	0.22895	9606.ENSP00000410339
ENSP00000410396	0.23225	9606.ENSP00000410396
ENSP00000410402	0.012219	9606.ENSP00000410402
ENSP00000410409	0.4044	9606.ENSP00000410409
ENSP00000410446	0.0084013	9606.ENSP00000410446
ENSP00000410452	0.29054	9606.ENSP00000410452
ENSP00000410466	0.0046924	9606.ENSP00000410466
ENSP00000410470	0.65578	9606.ENSP00000410470
ENSP00000410481	2.879e-12	9606.ENSP00000410481
ENSP00000410533	0.69911	9606.ENSP00000410533
ENSP00000410545	0.0018992	9606.ENSP00000410545
ENSP00000410552	0.32272	9606.ENSP00000410552
ENSP00000410561	0.13216	9606.ENSP00000410561
ENSP00000410584	0.37862	9606.ENSP00000410584
ENSP00000410603	0.6559	9606.ENSP00000410603
ENSP00000410689	0.55827	9606.ENSP00000410689
ENSP00000410715	0.20731	9606.ENSP00000410715
ENSP00000410732	0.029663	9606.ENSP00000410732
ENSP00000410734	0.67061	9606.ENSP00000410734
ENSP00000410746	0.79213	9606.ENSP00000410746
ENSP00000410758	0.38953	9606.ENSP00000410758
ENSP00000410759	0.0018693	9606.ENSP00000410759
ENSP00000410768	0.0054772	9606.ENSP00000410768
ENSP00000410769	0.77368	9606.ENSP00000410769
ENSP00000410798	0.64983	9606.ENSP00000410798
ENSP00000410811	0.19722	9606.ENSP00000410811
ENSP00000410818	0.80392	9606.ENSP00000410818
ENSP00000410833	0.51668	9606.ENSP00000410833
ENSP00000410852	0.12566	9606.ENSP00000410852
ENSP00000410858	0.25659	9606.ENSP00000410858
ENSP00000410862	0.63497	9606.ENSP00000410862
ENSP00000410890	0.64114	9606.ENSP00000410890
ENSP00000410910	0.0015843	9606.ENSP00000410910
ENSP00000410926	0.12143	9606.ENSP00000410926
ENSP00000410943	0.66071	9606.ENSP00000410943
ENSP00000410964	0.042784	9606.ENSP00000410964
ENSP00000410992	0.026109	9606.ENSP00000410992
ENSP00000411010	0.0055538	9606.ENSP00000411010
ENSP00000411012	0.34412	9606.ENSP00000411012
ENSP00000411013	0.19705	9606.ENSP00000411013
ENSP00000411032	0.03351	9606.ENSP00000411032
